date,app_name,input,cluster,total_time,ru_stime,rs_stime,maxrss,ixrss,idrss,minflt,majflt,nswap,inblock,oublock,msgsnd,msgrcv,nsignals,nvcsw,nivcsw,rxBytes,txBytes,rxPackets,txPackets,pi_5,pi_10,pi_15,total_pi
06-27-21-01:17:0,lammps,C,n1-highcpu-2-16,31.655006,19.227211,11.097986,31500,0,0,5154,0,0,0,16,0,0,0,2168,7940,1271803193,1253038134,514826,452919,1.288042,1.453922,1.587478,1000
06-27-21-01:17:0,lammps,B,n1-highcpu-2-16,2.273751,1.275860,0.418641,26028,0,0,3414,0,0,0,0,0,0,0,2159,2917,89871495,87945432,17203,12395,0.704806,0.790204,0.881308,100
06-27-21-01:17:0,lammps,A,n1-highcpu-2-16,3.385385,1.727756,0.892004,30512,0,0,5198,44,0,5856,0,0,0,0,2259,754,116128822,114303894,38119,33673,1.007891,1.126358,1.264972,100
06-27-21-06:44:4,lammps,C,n1-highcpu-32-16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:44:4,lammps,B,n1-highcpu-32-16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:44:4,lammps,A,n1-highcpu-32-16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-02:58:0,lammps,C,n1-highcpu-4-16,23.678611,11.527269,10.860929,30300,0,0,4749,0,0,0,16,0,0,0,1909,5182,1191682090,1158466728,722219,662212,1.475364,1.590649,1.693159,1000
06-27-21-02:58:0,lammps,B,n1-highcpu-4-16,1.896941,0.883060,0.545891,26016,0,0,3297,0,0,0,0,0,0,0,1863,503,83005186,79729150,25946,19646,0.675612,0.742727,0.807624,100
06-27-21-02:58:0,lammps,A,n1-highcpu-4-16,3.021676,1.096885,1.405134,30428,0,0,4914,0,0,0,0,0,0,0,1975,550,120308067,117327114,75864,70481,1.156772,1.243202,1.342610,100
06-27-21-04:27:3,lammps,C,n1-highcpu-8-16,24.030444,6.117613,16.711627,30128,0,0,4617,0,0,0,16,0,0,0,2271,3835,1274366315,1213652296,1600732,1512085,2.251057,2.372518,2.475398,1000
06-27-21-04:27:3,lammps,A,n1-highcpu-8-16,3.752806,0.654432,2.450130,30776,0,0,4880,0,0,0,0,0,0,0,2339,442,126520708,120736912,146289,135427,2.002026,2.087672,2.179746,100
06-27-21-04:27:3,lammps,B,n1-highcpu-8-16,1.570666,0.542227,0.570343,27764,0,0,3242,0,0,0,0,0,0,0,2306,266,87461570,80832452,49266,33341,0.650637,0.702220,0.751144,100
06-27-21-05:30:4,lammps,C,n1-highcpu-16-16,33.284679,4.883969,27.424447,30468,0,0,4698,0,0,0,16,0,0,0,2385,3481,1490388696,1369345030,3545679,3323077,3.155995,3.314523,3.455037,1000
06-27-21-05:30:4,lammps,B,n1-highcpu-16-16,1.913016,0.491904,0.419456,25192,0,0,3234,0,0,0,0,0,0,0,2422,2312,94199402,81986200,72295,47133,0.737791,0.797670,0.852727,100
06-27-21-05:30:4,lammps,A,n1-highcpu-16-16,6.214740,0.697199,4.623955,31192,0,0,5001,0,0,0,0,0,0,0,2481,437,174006504,163194984,381056,366917,3.708874,3.830834,3.960135,100
06-27-21-04:04:0,lammps,A,n1-highcpu-8-2,4.523720,3.205244,0.819295,33800,0,0,5705,0,0,0,0,0,0,0,2206,384,311357360,311105128,57530,57784,0.891691,1.057770,1.255574,100
06-27-21-04:04:0,lammps,B,n1-highcpu-8-2,3.346752,2.420289,0.448053,26828,0,0,3541,0,0,0,0,0,0,0,2227,262,117750190,117342992,14768,13760,0.706332,0.836430,0.970755,100
06-27-21-04:04:0,lammps,C,n1-highcpu-8-2,46.220979,36.254704,9.365598,35124,0,0,5959,0,0,0,16,0,0,0,2194,3207,2165208103,2168155638,612466,600574,1.239989,1.463695,1.646515,1000
06-27-21-06:31:2,lammps,C,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:31:2,lammps,A,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:31:2,lammps,B,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-02:39:2,lammps,C,n1-highcpu-4-2,77.505032,71.819354,5.054828,47456,0,0,9594,0,0,0,16,0,0,0,2078,4335,2135892883,2140867597,270046,262712,1.434150,1.817275,2.129355,1000
06-27-21-02:39:2,lammps,B,n1-highcpu-4-2,4.769560,4.011104,0.267836,29164,0,0,3816,0,0,0,0,0,0,0,2064,542,116995539,116925421,7971,8006,0.761883,0.945402,1.158896,100
06-27-21-02:39:2,lammps,A,n1-highcpu-4-2,7.305912,6.232180,0.519681,44900,0,0,8916,0,0,0,0,0,0,0,2078,591,308865064,308791444,27020,27608,1.042715,1.328245,1.680680,100
06-27-21-05:10:4,lammps,A,n1-highcpu-16-2,2.889588,1.809434,0.592469,32048,0,0,5280,0,0,0,0,0,0,0,2299,233,314164427,313653719,88588,89730,0.827260,0.922134,1.036352,100
06-27-21-05:10:4,lammps,B,n1-highcpu-16-2,2.205436,1.457128,0.281896,26224,0,0,3392,0,0,0,0,0,0,0,2252,118,119049203,118337476,27723,26460,0.679111,0.760941,0.842661,100
06-27-21-05:10:4,lammps,C,n1-highcpu-16-2,26.775688,19.803793,6.418415,32652,0,0,5199,0,0,0,16,0,0,0,2338,1561,2244185259,2242350350,1539339,1503066,1.175797,1.308246,1.420219,1000
06-27-21-00:47:5,lammps,C,n1-highcpu-2-2,144.504530,134.618126,8.962016,62320,0,0,12854,0,0,0,16,0,0,0,2191,6930,1827646525,1823240438,160081,154732,1.850113,2.570120,3.161229,1000
06-27-21-00:47:5,lammps,A,n1-highcpu-2-2,18.845462,14.591185,3.565845,62616,0,0,13200,23,0,432,0,0,0,0,2216,868,195574931,195692998,14408,15001,2.143210,3.183969,4.396046,100
06-27-21-00:47:5,lammps,B,n1-highcpu-2-2,8.737932,7.676310,0.556312,30376,0,0,4656,0,0,0,0,0,0,0,2160,619,137532887,137259606,9761,9187,0.961749,1.323263,1.738277,100
06-27-21-02:50:2,lammps,A,n1-highcpu-4-8,3.198527,1.886825,0.845265,31472,0,0,5188,0,0,0,0,0,0,0,1931,449,194544864,193357786,56159,55050,0.877081,0.993619,1.126065,100
06-27-21-02:50:2,lammps,B,n1-highcpu-4-8,2.261491,1.402594,0.416770,26032,0,0,3394,0,0,0,0,0,0,0,1971,520,110345334,108854876,19434,17010,0.675624,0.762244,0.849188,100
06-27-21-02:50:2,lammps,C,n1-highcpu-4-8,29.469986,19.727935,8.899101,31460,0,0,5122,0,0,0,16,0,0,0,1911,5849,1508725414,1497238164,740952,714360,1.261771,1.409224,1.532471,1000
06-27-21-05:21:0,lammps,A,n1-highcpu-16-8,3.805504,0.677039,2.409936,30560,0,0,4939,0,0,0,0,0,0,0,2326,442,189976823,185207504,196395,191803,2.008623,2.093054,2.188946,100
06-27-21-05:21:0,lammps,C,n1-highcpu-16-8,23.933427,7.379170,15.319539,30404,0,0,4636,0,0,0,16,0,0,0,2346,3479,1845823515,1791662297,2660296,2619015,2.096859,2.212138,2.316562,1000
06-27-21-05:21:0,lammps,B,n1-highcpu-16-8,1.784507,0.709775,0.590150,25592,0,0,3256,0,0,0,0,0,0,0,2377,226,117024056,111189458,59721,45969,0.697446,0.759116,0.813973,100
06-27-21-04:16:2,lammps,C,n1-highcpu-8-8,20.864290,9.738461,10.314843,32132,0,0,4711,0,0,0,16,0,0,0,2282,3887,1683844309,1652201060,1050756,990941,1.448539,1.550916,1.638558,1000
06-27-21-04:16:2,lammps,B,n1-highcpu-8-8,1.644658,0.746637,0.339245,25672,0,0,3287,0,0,0,0,0,0,0,2310,556,112524121,109688512,31771,27532,0.655097,0.710945,0.760300,100
06-27-21-04:16:2,lammps,A,n1-highcpu-8-8,2.819947,0.924837,1.399319,30596,0,0,4940,0,0,0,0,0,0,0,2392,531,200999136,198562756,122298,119106,1.165520,1.243789,1.336625,100
06-27-21-06:37:4,lammps,C,n1-highcpu-32-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:37:4,lammps,B,n1-highcpu-32-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:37:4,lammps,A,n1-highcpu-32-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-01:02:0,lammps,C,n1-highcpu-2-8,45.897120,36.274044,9.049524,36124,0,0,5957,0,0,0,16,0,0,0,2168,4360,1463210855,1457444474,336648,312311,1.317734,1.543288,1.742307,1000
06-27-21-01:02:0,lammps,A,n1-highcpu-2-8,4.655445,3.231405,0.859841,33324,0,0,5760,42,0,4880,0,0,0,0,2288,599,148058267,147238828,28102,26872,1.000022,1.167409,1.385587,100
06-27-21-01:02:0,lammps,B,n1-highcpu-2-8,3.257745,2.159705,0.571686,26612,0,0,3568,0,0,0,0,0,0,0,2187,1322,122909303,121858990,13964,11586,0.727533,0.851714,0.990751,100
06-27-21-03:32:1,lammps,B,n1-highcpu-4-32,2.121606,0.667386,0.832222,25476,0,0,3258,0,0,0,0,0,0,0,1973,573,69891792,61985682,47805,26609,0.715652,0.795986,0.873743,100
06-27-21-03:32:1,lammps,C,n1-highcpu-4-32,26.980550,6.880573,17.338886,29416,0,0,4578,0,0,0,16,0,0,0,2130,8907,999736192,931247452,1114971,989154,2.141313,2.269297,2.385129,1000
06-27-21-03:32:1,lammps,A,n1-highcpu-4-32,3.942960,0.699128,2.390645,30528,0,0,4899,0,0,0,0,0,0,0,2079,1424,83661204,77073366,97170,83707,2.005403,2.098170,2.202878,100
06-27-21-07:01:1,lammps,B,n1-highcpu-32-32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-07:01:1,lammps,A,n1-highcpu-32-32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-07:01:1,lammps,C,n1-highcpu-32-32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-04:43:1,lammps,C,n1-highcpu-8-32,35.451098,4.019291,29.508068,30000,0,0,4671,0,0,0,16,0,0,0,2318,6295,1166264482,1029985146,2423128,2122055,3.010598,3.182714,3.336070,1000
06-27-21-04:43:1,lammps,A,n1-highcpu-8-32,6.344278,0.518197,4.867071,31180,0,0,4959,0,0,0,0,0,0,0,2330,850,110383717,97702584,244172,220956,3.718330,3.851094,3.987888,100
06-27-21-04:43:1,lammps,B,n1-highcpu-8-32,1.923965,0.558323,0.827586,25668,0,0,3225,0,0,0,0,0,0,0,2311,409,79766812,67000388,64982,41549,0.704659,0.774790,0.824334,100
06-27-21-05:47:3,lammps,C,n1-highcpu-16-32,81.491048,5.370436,69.598173,32324,0,0,5081,0,0,0,16,0,0,0,2418,13106,1685255318,1373728416,6812810,5808388,6.454064,6.852854,7.188695,1000
06-27-21-05:47:3,lammps,B,n1-highcpu-16-32,2.720716,0.786639,1.276282,25248,0,0,3212,0,0,0,0,0,0,0,2543,244,92727188,67532760,102349,50475,0.786854,0.838041,0.933274,100
06-27-21-05:47:3,lammps,A,n1-highcpu-16-32,14.300804,0.751657,11.991103,33052,0,0,5364,0,0,0,0,0,0,0,2496,4994,134981153,103209000,484905,404504,8.844916,9.104060,9.395809,100
06-27-21-01:39:5,lammps,C,n1-highcpu-2-32,26.019083,10.528442,12.037519,31672,0,0,4721,0,0,0,16,0,0,0,2142,60020,967918687,925770834,541315,426011,1.499325,1.629555,1.739695,1000
06-27-21-01:39:5,lammps,A,n1-highcpu-2-32,3.207302,0.976434,1.379213,30024,0,0,4942,52,0,5256,0,0,0,0,2264,695,76276486,72180370,52544,41511,1.250420,1.345048,1.451237,100
06-27-21-01:39:5,lammps,B,n1-highcpu-2-32,2.028303,0.824059,0.665742,25808,0,0,3304,0,0,0,0,0,0,0,2214,353,65178024,61152540,25803,14973,0.706293,0.765501,0.828908,100
06-27-21-00:53:5,lammps,A,n1-highcpu-2-4,7.422523,6.141909,0.709249,44476,0,0,9073,51,0,5272,0,0,0,0,2277,854,231119058,230896066,21001,20871,1.159589,1.442476,1.795519,100
06-27-21-00:53:5,lammps,B,n1-highcpu-2-4,5.075653,3.971461,0.575342,27668,0,0,3845,0,0,0,0,0,0,0,2175,633,137641626,137301432,12285,11769,0.784057,0.980610,1.200538,100
06-27-21-00:53:5,lammps,C,n1-highcpu-2-4,77.761596,68.921696,7.974477,48872,0,0,9632,0,0,0,16,0,0,0,2157,6040,2022451580,2021632325,232789,224385,1.495711,1.884965,2.208843,1000
06-27-21-06:34:3,lammps,B,n1-highcpu-32-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:34:3,lammps,A,n1-highcpu-32-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:34:3,lammps,C,n1-highcpu-32-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-02:44:0,lammps,B,n1-highcpu-4-4,3.326772,2.438749,0.427199,26892,0,0,3567,0,0,0,0,0,0,0,1834,393,138106224,137413844,16000,14338,0.726828,0.862137,0.999260,100
06-27-21-02:44:0,lammps,C,n1-highcpu-4-4,45.186768,37.814585,6.746189,34328,0,0,5866,0,0,0,16,0,0,0,1970,4025,2044854763,2041870470,471565,464577,1.310535,1.536553,1.724124,1000
06-27-21-02:44:0,lammps,A,n1-highcpu-4-4,4.510479,3.427177,0.583179,33408,0,0,5723,0,0,0,0,0,0,0,2043,487,232954301,232549552,41641,42316,0.896868,1.058730,1.265623,100
06-27-21-04:10:0,lammps,B,n1-highcpu-8-4,2.170009,1.296570,0.328220,26256,0,0,3386,0,0,0,0,0,0,0,2238,1514,139440084,138291322,24419,22991,0.677416,0.758231,0.840464,100
06-27-21-04:10:0,lammps,A,n1-highcpu-8-4,2.866077,1.691717,0.694460,31936,0,0,5196,0,0,0,0,0,0,0,2229,367,267171437,266407504,71844,72520,0.830884,0.926677,1.040408,100
06-27-21-04:10:0,lammps,C,n1-highcpu-8-4,27.361170,17.858427,8.597762,32204,0,0,5130,0,0,0,16,0,0,0,2261,3895,2106021604,2096580344,1158438,1128599,1.190832,1.329327,1.444355,1000
06-27-21-05:14:2,lammps,B,n1-highcpu-16-4,1.666413,0.854449,0.336110,28216,0,0,3308,0,0,0,0,0,0,0,2384,119,121069815,118898676,34943,31504,0.679415,0.731296,0.781203,100
06-27-21-05:14:2,lammps,A,n1-highcpu-16-4,2.514061,1.050724,0.966506,31196,0,0,4957,0,0,0,0,0,0,0,2426,350,274828178,272767074,158538,153950,0.954138,1.029330,1.116123,100
06-27-21-05:14:2,lammps,C,n1-highcpu-16-4,20.090425,10.871465,8.664386,30464,0,0,4758,0,0,0,16,0,0,0,2374,2723,2056618694,2030966337,1592989,1537899,1.309548,1.408881,1.490011,1000
06-27-21-05:07:1,lammps,C,n1-highcpu-16-1,39.188634,38.040632,0.591823,34924,0,0,5890,0,0,0,16,0,0,0,2323,980,151522,118487,311,425,1.081870,1.275822,1.436108,1000
06-27-21-05:07:1,lammps,A,n1-highcpu-16-1,3.934552,3.380171,0.064198,34600,0,0,5775,0,0,0,0,0,0,0,2241,121,1180,5078,14,9,0.759260,0.903506,1.085252,100
06-27-21-05:07:1,lammps,B,n1-highcpu-16-1,3.007375,2.487400,0.064472,26724,0,0,3547,0,0,0,0,0,0,0,2202,127,0,0,0,0,0.657548,0.781959,0.900731,100
06-27-21-06:27:3,lammps,A,n1-highcpu-32-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:27:3,lammps,C,n1-highcpu-32-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-06:27:3,lammps,B,n1-highcpu-32-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-27-21-02:33:3,lammps,A,n1-highcpu-4-1,12.666671,11.897871,0.139983,60924,0,0,13125,3,0,224,0,0,0,0,2123,513,920,19110,12,11,1.380920,1.890509,2.527566,100
06-27-21-02:33:3,lammps,B,n1-highcpu-4-1,8.215829,7.669693,0.056100,30540,0,0,4625,0,0,0,0,0,0,0,2093,311,858,6374,13,11,0.893694,1.232567,1.603628,100
06-27-21-02:33:3,lammps,C,n1-highcpu-4-1,140.849770,139.229433,0.883537,62192,0,0,12632,0,0,0,16,0,0,0,2132,3269,286428,234232,250,241,1.705925,2.403154,2.967491,1000
06-27-21-00:40:0,lammps,B,n1-highcpu-2-1,14.650342,14.023180,0.063996,34600,0,0,5648,0,0,0,0,0,0,0,2137,482,2020,18518,30,31,1.242701,1.882994,2.585281,100
06-27-21-00:40:0,lammps,C,n1-highcpu-2-1,265.108796,263.091178,0.627504,98272,0,0,23021,0,0,0,16,0,0,0,2138,6282,844571,832913,2712,3790,2.551077,3.905560,5.000016,1000
06-27-21-00:40:0,lammps,A,n1-highcpu-2-1,24.112035,23.180556,0.139906,83540,0,0,19513,45,0,3136,0,0,0,0,2261,673,2968,23824,44,56,2.183871,3.171552,4.421170,100
06-27-21-03:59:3,lammps,A,n1-highcpu-8-1,6.273668,5.681448,0.091775,44804,0,0,8843,0,0,0,0,0,0,0,2180,221,1532,5689,18,12,0.892509,1.132144,1.441658,100
06-27-21-03:59:3,lammps,B,n1-highcpu-8-1,4.175955,3.642559,0.068063,29644,0,0,3765,0,0,0,0,0,0,0,2148,114,132,6676,2,2,0.707833,0.866168,1.043151,100
06-27-21-03:59:3,lammps,C,n1-highcpu-8-1,67.095760,65.973963,0.563709,47900,0,0,9605,0,0,0,16,0,0,0,2158,1825,144250,121894,177,167,1.245351,1.583200,1.850909,1000
06-26-21-21:07:3,lammps,C,c2-standard-4-16,15.518113,7.894015,6.604221,30136,0,0,4749,0,0,0,16,0,0,0,2313,6470,1191612849,1157984884,723499,655644,1.178542,1.253819,1.318510,1000
06-26-21-21:07:3,lammps,B,c2-standard-4-16,1.355267,0.564354,0.198286,25800,0,0,3295,0,0,0,0,0,0,0,2303,6010,83101522,79820910,26355,20085,0.600045,0.638583,0.677260,100
06-26-21-21:07:3,lammps,A,c2-standard-4-16,2.085969,0.740630,0.852725,30364,0,0,4920,0,0,0,0,0,0,0,2287,494,120385231,117340250,76395,70576,0.868411,0.928818,0.996647,100
06-26-21-21:51:2,lammps,B,c2-standard-8-16,1.288989,0.468222,0.282548,27600,0,0,3246,0,0,0,0,0,0,0,2304,494,87644976,80997576,49565,34090,0.599809,0.637006,0.675813,100
06-26-21-21:51:2,lammps,A,c2-standard-8-16,2.668988,0.505459,1.445297,30748,0,0,4944,0,0,0,0,0,0,0,2325,3986,126534100,120735526,146899,135410,1.517639,1.573143,1.635340,100
06-26-21-21:51:2,lammps,C,c2-standard-8-16,15.536508,4.732178,9.787277,30128,0,0,4637,0,0,0,16,0,0,0,2273,4325,1274894593,1213030838,1615527,1502925,1.535225,1.608485,1.673969,1000
06-26-21-22:41:4,lammps,C,c2-standard-16-16,21.424870,3.258707,17.124190,30692,0,0,4714,0,0,0,16,0,0,0,2555,3949,1486569541,1369201508,3514060,3321142,2.675866,2.772994,2.861659,1000
06-26-21-22:41:4,lammps,B,c2-standard-16-16,1.439626,0.485724,0.442032,25192,0,0,3234,0,0,0,0,0,0,0,2590,257,93625850,81870792,68251,45223,0.643813,0.682952,0.722335,100
06-26-21-22:41:4,lammps,A,c2-standard-16-16,4.462706,0.372188,3.285662,31204,0,0,5009,0,0,0,0,0,0,0,2585,543,173371544,163160154,375123,366214,2.909591,2.984942,3.064942,100
06-26-21-23:04:1,lammps,A,c2-standard-30-2,2.161672,0.920128,0.740103,32168,0,0,5043,0,0,0,0,0,0,0,2726,210,353987476,348693646,199649,205974,0.949731,1.006531,1.072490,100
06-26-21-23:04:1,lammps,B,c2-standard-30-2,1.495178,0.730657,0.264616,25948,0,0,3370,0,0,0,0,0,0,0,2685,85,181952297,180675302,46808,45694,0.659532,0.706142,0.750767,100
06-26-21-23:04:1,lammps,C,c2-standard-30-2,15.494654,9.033229,5.935551,34336,0,0,4844,0,0,0,16,0,0,0,2739,1001,3225909969,3212758396,2055961,2009070,1.032852,1.107709,1.171791,1000
06-26-21-23:39:5,lammps,C,c2-standard-60-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-26-21-23:39:5,lammps,A,c2-standard-60-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-26-21-23:39:5,lammps,B,c2-standard-60-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-26-21-21:39:1,lammps,B,c2-standard-8-2,2.889542,1.836314,0.157932,26504,0,0,3559,0,0,0,0,0,0,0,5345,242,117840848,117356936,14845,13905,1.093502,1.184953,1.278484,100
06-26-21-21:39:1,lammps,C,c2-standard-8-2,30.872454,26.756800,3.595570,34720,0,0,5843,0,0,0,16,0,0,0,2286,2960,2165123761,2168540518,613204,606939,0.996641,1.150642,1.276102,1000
06-26-21-21:39:1,lammps,A,c2-standard-8-2,3.311740,2.386736,0.463754,35828,0,0,5710,0,0,0,0,0,0,0,2319,348,311399237,311124460,57800,58066,0.726297,0.844423,0.992954,100
06-26-21-22:24:1,lammps,C,c2-standard-16-2,19.151054,14.139883,4.495778,32484,0,0,5182,0,0,0,16,0,0,0,2445,1524,2243165567,2241855424,1523989,1495682,0.960646,1.056125,1.137932,1000
06-26-21-22:24:1,lammps,B,c2-standard-16-2,1.632991,0.966278,0.198328,26364,0,0,3395,0,0,0,0,0,0,0,2452,165,119050018,118299190,28632,26653,0.616607,0.672398,0.725859,100
06-26-21-22:24:1,lammps,A,c2-standard-16-2,2.212854,1.289442,0.449713,32032,0,0,5211,0,0,0,0,0,0,0,2500,263,314342785,313631364,89445,89500,0.703227,0.786887,0.876067,100
06-26-21-20:51:5,lammps,B,c2-standard-4-2,3.739137,3.121932,0.168104,27540,0,0,3832,0,0,0,0,0,0,0,2279,330,117044413,116830836,8581,7154,0.671259,0.808536,0.962631,100
06-26-21-20:51:5,lammps,A,c2-standard-4-2,5.460787,4.586497,0.383905,45052,0,0,8925,0,0,0,0,0,0,0,2285,580,308988965,308760302,27164,27315,0.856993,1.061403,1.318688,100
06-26-21-20:51:5,lammps,C,c2-standard-4-2,56.522233,52.219739,3.483982,47640,0,0,9616,0,0,0,16,0,0,0,2260,5060,2135846574,2140696860,270536,261460,1.170964,1.450027,1.674598,1000
06-26-21-21:01:4,lammps,C,c2-standard-4-8,20.560134,13.971520,6.060851,31708,0,0,5137,0,0,0,16,0,0,0,2313,5680,1508123822,1497054136,731258,712539,1.002165,1.104775,1.190374,1000
06-26-21-21:01:4,lammps,B,c2-standard-4-8,1.736964,1.040276,0.260069,25816,0,0,3402,0,0,0,0,0,0,0,2289,353,110384561,108853872,19699,16933,0.613208,0.674139,0.733021,100
06-26-21-21:01:4,lammps,A,c2-standard-4-8,2.296081,1.349049,0.482650,31320,0,0,5188,0,0,0,0,0,0,0,2279,839,194625641,193413682,57096,55803,0.721408,0.797720,0.884935,100
06-26-21-21:45:2,lammps,A,c2-standard-8-8,2.809984,0.794636,0.782596,30588,0,0,4958,0,0,0,0,0,0,0,6783,2754,201051993,198598630,123136,119650,1.653168,1.708439,1.771840,100
06-26-21-21:45:2,lammps,B,c2-standard-8-8,1.328948,0.542706,0.205990,25572,0,0,3283,0,0,0,0,0,0,0,2338,3464,112558163,109629076,31891,26642,0.588195,0.627393,0.664985,100
06-26-21-21:45:2,lammps,C,c2-standard-8-8,14.465710,7.707836,6.022867,30432,0,0,4747,0,0,0,16,0,0,0,2274,2933,1683440850,1651964108,1047272,987559,1.142907,1.216162,1.274810,1000
06-27-21-00:15:3,lammps,A,c2-standard-30-8,3.366997,0.490802,2.326323,34588,0,0,5118,0,0,0,0,0,0,0,2782,512,242130699,225672618,533591,514796,1.705471,1.788150,1.878653,100
06-27-21-00:15:3,lammps,C,c2-standard-30-8,22.486994,4.074989,17.275716,31628,0,0,4789,0,0,0,16,0,0,0,2739,1987,2266785012,2154458400,5814781,5767809,1.786194,1.891729,1.986602,1000
06-27-21-00:15:3,lammps,B,c2-standard-30-8,1.364298,0.408414,0.440763,26164,0,0,3293,0,0,0,0,0,0,0,2798,121,146269660,136551342,84748,68121,0.670342,0.707091,0.744253,100
06-26-21-22:32:3,lammps,C,c2-standard-16-8,15.142828,4.746416,9.233138,30604,0,0,4649,0,0,0,16,0,0,0,2561,3415,1844014534,1785919542,2637072,2532183,1.850693,1.920836,1.983885,1000
06-26-21-22:32:3,lammps,B,c2-standard-16-8,1.210357,0.470195,0.266443,25372,0,0,3256,0,0,0,0,0,0,0,2563,214,116564225,111226338,56415,46364,0.621942,0.655059,0.687220,100
06-26-21-22:32:3,lammps,A,c2-standard-16-8,2.654864,0.535644,1.499006,30844,0,0,4914,0,0,0,0,0,0,0,2453,290,190049801,185234206,197943,192307,1.593245,1.645385,1.703043,100
06-26-21-21:20:1,lammps,A,c2-standard-4-32,2.790686,0.545232,1.507177,30516,0,0,4881,0,0,0,0,0,0,0,2313,5323,84046753,77138678,99016,83875,1.529577,1.589448,1.659121,100
06-26-21-21:20:1,lammps,C,c2-standard-4-32,16.962095,4.908214,10.619545,29724,0,0,4595,0,0,0,16,0,0,0,2277,9318,1000837388,931304894,1123796,990277,1.421604,1.500823,1.574150,1000
06-26-21-21:20:1,lammps,B,c2-standard-4-32,1.554075,0.539021,0.360612,25364,0,0,3250,0,0,0,0,0,0,0,2317,655,70211582,61873712,49787,24960,0.614749,0.663201,0.705123,100
06-26-21-22:05:0,lammps,B,c2-standard-8-32,1.529183,0.409379,0.525771,27284,0,0,3215,0,0,0,0,0,0,0,2340,262,79844865,66710356,64190,37064,0.611968,0.651170,0.699542,100
06-26-21-22:05:0,lammps,C,c2-standard-8-32,23.954467,3.436714,17.989668,29960,0,0,4681,0,0,0,16,0,0,0,2335,20767,1161015465,1032619954,2373738,2162486,2.601308,2.711629,2.810370,1000
06-26-21-22:05:0,lammps,A,c2-standard-8-32,4.879900,0.464208,2.997686,30916,0,0,4977,0,0,0,0,0,0,0,4187,6684,109939071,97582590,240643,219218,3.126900,3.212916,3.304525,100
06-26-21-21:42:1,lammps,A,c2-standard-8-4,2.183585,1.328178,0.400911,32036,0,0,5200,0,0,0,0,0,0,0,2292,422,267273732,266321435,73331,71208,0.686511,0.756365,0.840746,100
06-26-21-21:42:1,lammps,C,c2-standard-8-4,19.582954,14.059833,4.969596,31780,0,0,5160,0,0,0,16,0,0,0,2298,4183,2105459552,2096349680,1150378,1125408,0.965152,1.063136,1.144725,1000
06-26-21-21:42:1,lammps,B,c2-standard-8-4,1.689148,1.060307,0.196056,26076,0,0,3392,0,0,0,0,0,0,0,2300,244,139409212,138236672,24392,22775,0.586697,0.648238,0.707371,100
06-26-21-23:55:2,lammps,B,c2-standard-60-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-26-21-23:55:2,lammps,C,c2-standard-60-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
